iter	RMSE
364	0.1162099057
365	0.1162080105
366	0.1162042328
367	0.1162023281
368	0.1161995473
369	0.1161947557
370	0.1161931781
371	0.1161911644
372	0.1161900553
373	0.1161881968
374	0.1161853552
375	0.116182816
376	0.1161798318
377	0.1161778448
378	0.1161761423
379	0.116174843
380	0.1161735481
381	0.1161723436
382	0.1161684386
383	0.1161661549
384	0.1161650071
385	0.1161640756
386	0.1161618703
387	0.1161588434
388	0.1161567898
389	0.1161552934
390	0.1161532112
391	0.1161520006
392	0.1161485311
393	0.1161459402
394	0.1161440318
395	0.1161411287
396	0.1161394278
397	0.1161376007
398	0.1161357307
399	0.1161336664
400	0.1161315828
401	0.1161300131
402	0.1161285887
403	0.1161275935
404	0.1161259996
405	0.1161241037
406	0.116121752
407	0.1161206987
408	0.1161193019
409	0.1161153342
410	0.1161140694
411	0.1161124249
412	0.1161109966
413	0.1161092859
414	0.1161075455
415	0.1161062008
416	0.1161049686
417	0.116101545
418	0.1161005819
419	0.1160993186
420	0.1160979375
421	0.1160966467
422	0.1160953436
423	0.1160937379
424	0.1160915724
425	0.116090643
426	0.1160890599
427	0.1160877718
428	0.1160859768
429	0.1160840481
430	0.1160827227
431	0.1160792366
432	0.1160751563
433	0.116074217
434	0.116073412
435	0.1160713437
436	0.1160681248
437	0.1160666496
438	0.1160643835
439	0.1160608635
440	0.116057318
441	0.1160546833
442	0.1160533377
443	0.1160522394
444	0.1160510165
445	0.116049959
446	0.1160487315
447	0.1160476175
448	0.1160461734
449	0.1160445954
450	0.1160435952
451	0.1160420241
452	0.1160390858
453	0.116038359
454	0.1160369324
455	0.1160358784
456	0.1160350932
457	0.1160331635
458	0.1160309722
459	0.1160288747
460	0.1160279646
461	0.1160275221
462	0.1160251923
463	0.1160224716
464	0.1160215546
465	0.1160209047
466	0.1160188765
467	0.1160170708
468	0.1160161438
469	0.1160144893
470	0.1160129581
471	0.1160112634
472	0.1160106222
473	0.1160099451
474	0.1160085542
475	0.1160071256
476	0.116006599
477	0.1160056112
478	0.1160049583
479	0.1160036679
480	0.1160019992
481	0.1160014734
482	0.1159986864
483	0.1159972349
484	0.1159953
485	0.1159897266
486	0.1159888101
487	0.1159865589
488	0.1159858759
489	0.1159846865
490	0.1159834841
491	0.1159789767
492	0.1159776627
493	0.1159768478
494	0.1159754975
495	0.1159715319
496	0.1159706989
497	0.1159695224
498	0.1159674764
499	0.1159667332
500	0.1159661014
501	0.1159641907
502	0.1159618204
503	0.1159609386
504	0.115960596
505	0.1159571625
506	0.1159565892
507	0.1159538895
508	0.1159528675
509	0.1159514181
510	0.1159485752
511	0.1159476159
512	0.1159468501
513	0.1159439404
514	0.1159431258
515	0.1159405588
516	0.1159373672
517	0.1159349699
518	0.1159326381
519	0.115932174
520	0.1159314412
521	0.1159299174
522	0.115928437
523	0.1159272401
524	0.1159253969
525	0.1159232684
526	0.1159212567
527	0.1159198903
528	0.1159188805
529	0.1159183342
530	0.1159166965
531	0.1159152487
532	0.1159142992
533	0.1159125968
534	0.1159116735
535	0.1159098174
536	0.115908888
537	0.1159071669
538	0.1159059546
539	0.1159050459
540	0.1159034051
541	0.1159021483
542	0.1159011798
543	0.1158996128
544	0.1158987877
545	0.1158981716
546	0.1158973732
547	0.1158967873
548	0.1158960894
549	0.1158945915
550	0.1158937229
551	0.1158922848
552	0.1158908054
553	0.1158904176
554	0.1158900748
555	0.1158886113
556	0.1158879172
557	0.1158868665
558	0.1158856459
559	0.1158844119
560	0.1158839764
561	0.1158829773
562	0.1158815898
563	0.115880747
564	0.1158797743
565	0.1158782263
566	0.1158771438
567	0.1158764174
568	0.1158746452
569	0.1158736267
570	0.1158727792
571	0.1158721833
572	0.1158703342
573	0.11586974
574	0.1158688371
575	0.1158679992
576	0.1158676751
577	0.1158664499
578	0.1158653899
579	0.1158642237
580	0.115863461
581	0.1158627668
582	0.1158617201
583	0.1158612243
584	0.1158609119
585	0.1158597936
586	0.1158586824
587	0.1158575549
588	0.1158567577
589	0.1158556612
590	0.1158553797
591	0.1158549207
592	0.1158543303
593	0.1158533834
594	0.1158522706
595	0.1158515808
596	0.1158501441
597	0.1158487304
598	0.1158482998
599	0.1158477129
600	0.1158469434
601	0.1158447301
602	0.1158439963
603	0.1158418998
604	0.1158389013
605	0.1158375396
606	0.1158369777
607	0.1158364056
608	0.1158357367
609	0.1158351367
610	0.1158346721
611	0.1158338575
612	0.1158333531
613	0.1158327752
614	0.1158322925
615	0.1158316222
616	0.1158301061
617	0.1158289701
618	0.1158282518
619	0.1158276118
620	0.1158263525
621	0.1158257884
622	0.1158247275
623	0.1158239972
624	0.1158235576
625	0.1158230898
626	0.1158225935
627	0.1158219622
628	0.1158216017
629	0.1158210886
630	0.1158205966
631	0.1158200809
632	0.115819514
633	0.1158192655
634	0.1158189952
635	0.115818736
636	0.1158181228
637	0.1158170701
638	0.1158163733
639	0.1158157977
640	0.1158136005
641	0.1158131537
642	0.1158127643
643	0.1158122165
644	0.1158117919
645	0.1158111215
646	0.1158102089
647	0.115809947
648	0.1158080638
649	0.1158075858
650	0.1158069418
651	0.115806463
652	0.1158057729
653	0.1158047249
654	0.115803835
655	0.1158035039
656	0.1158029977
657	0.1158025593
658	0.115800961
659	0.1157997469
660	0.1157991182
661	0.1157985905
662	0.115798386
663	0.1157978429
664	0.1157976602
665	0.1157972112
666	0.1157966522
667	0.1157958327
668	0.1157943307
669	0.1157938231
670	0.1157932914
671	0.1157919975
672	0.1157913047
673	0.1157900356
674	0.1157886727
675	0.1157878775
676	0.1157875365
677	0.1157867992
678	0.1157854576
679	0.1157850164
680	0.1157844874
681	0.1157841774
682	0.1157835485
683	0.1157834173
684	0.1157831723
685	0.1157825835
686	0.1157811834
687	0.1157804663
688	0.1157796181
689	0.1157789732
690	0.1157786498
691	0.1157782531
692	0.1157773416
693	0.1157765634
694	0.1157750825
695	0.1157747064
696	0.1157744972
697	0.1157738318
698	0.1157728197
699	0.115772515
700	0.1157720672
701	0.1157717957
702	0.1157704179
703	0.1157700693
704	0.1157696875
705	0.1157689068
706	0.1157681804
707	0.115767442
708	0.1157670452
709	0.1157662201
710	0.1157657712
711	0.1157653846
712	0.1157643282
713	0.1157634994
714	0.1157623634
715	0.1157605888
716	0.1157601753
717	0.1157598055
718	0.1157594182
719	0.1157580047
720	0.1157573807
721	0.1157560812
722	0.1157550348
723	0.115754547
724	0.1157540084
725	0.1157531026
726	0.1157523264
727	0.11575184
728	0.115749173
729	0.1157489922
730	0.1157483805
731	0.115746887
732	0.1157464684
733	0.1157459989
734	0.1157452719
735	0.1157449466
736	0.1157444816
737	0.115744197
738	0.1157438597
739	0.115743657
740	0.1157433576
741	0.1157427322
742	0.1157424201
743	0.1157416195
744	0.1157406887
745	0.1157399004
746	0.1157396762
747	0.1157393476
748	0.1157387611
749	0.1157381111
750	0.1157372791
751	0.1157365382
752	0.1157361185
753	0.1157356243
754	0.1157345154
755	0.115733882
756	0.1157332805
757	0.1157329279
758	0.1157323003
759	0.1157316963
760	0.1157313533
761	0.1157307028
762	0.1157299239
763	0.1157294037
764	0.1157286433
765	0.115728433
766	0.1157282765
767	0.1157273554
768	0.1157268176
769	0.1157261535
770	0.1157258524
771	0.1157254975
772	0.1157250398
773	0.1157248251
774	0.1157244851
775	0.1157242462
776	0.1157240789
777	0.1157234468
778	0.1157228277
779	0.1157222934
780	0.1157221565
781	0.1157217608
782	0.1157212629
783	0.1157204939
784	0.1157203299
785	0.1157196261
786	0.1157193949
787	0.1157175827
788	0.1157158928
789	0.1157153674
790	0.115715067
791	0.1157146406
792	0.1157141866
793	0.1157135498
794	0.1157133656
795	0.1157130841
796	0.1157128546
797	0.1157126413
798	0.1157122826
799	0.1157108876
800	0.1157101765
801	0.1157090565
802	0.1157086013
803	0.1157079652
804	0.1157077654
805	0.1157075923
806	0.1157071606
807	0.1157070211
808	0.1157064845
809	0.1157063405
810	0.1157060403
811	0.1157057157
812	0.1157051724
813	0.1157046645
814	0.1157042976
815	0.1157039667
816	0.115703415
817	0.1157029204
818	0.1157020905
819	0.1157018592
820	0.115701066
821	0.1157003566
822	0.115699614
823	0.1156994124
824	0.1156986626
825	0.115698289
826	0.1156963501
827	0.1156957999
828	0.1156953798
829	0.1156949374
830	0.1156932807
831	0.1156928845
832	0.1156918636
833	0.1156915579
834	0.1156914048
835	0.1156909962
836	0.1156905884
837	0.1156899303
838	0.1156898224
839	0.1156896045
840	0.1156884775
841	0.1156882434
842	0.1156873164
843	0.1156871669
844	0.1156865606
845	0.1156863944
846	0.1156862315
847	0.1156859597
848	0.1156846135
849	0.1156827134
850	0.115682503
851	0.1156823074
852	0.1156821104
853	0.1156814591
854	0.115681261
855	0.11568057
856	0.1156800155
857	0.1156793204
858	0.1156777008
859	0.1156773792
860	0.1156768028
861	0.1156764165
862	0.1156760452
863	0.115675923
864	0.1156757148
865	0.1156754899
866	0.1156749964
867	0.1156748161
868	0.1156746455
869	0.1156741808
870	0.1156739407
871	0.1156734249
872	0.1156732465
873	0.1156728489
874	0.1156723321
875	0.1156714428
876	0.1156711017
877	0.1156702585
878	0.115669819
879	0.1156696172
880	0.1156693118
881	0.1156687462
882	0.1156686276
883	0.1156681937
884	0.1156677182
885	0.1156671005
886	0.1156669742
887	0.1156667566
888	0.1156660649
889	0.1156653247
890	0.1156643302
891	0.1156640788
892	0.115663744
893	0.1156632705
894	0.1156627084
895	0.1156625856
896	0.1156620676
897	0.1156616989
898	0.1156610772
899	0.11566084
900	0.115660503
901	0.1156603191
902	0.1156597198
903	0.1156592847
904	0.1156590692
905	0.1156586359
906	0.1156584639
907	0.1156575998
908	0.1156568684
909	0.1156565227
910	0.1156563597
911	0.1156562553
912	0.1156561474
913	0.1156558715
914	0.1156554234
915	0.1156552126
916	0.1156548417
917	0.1156541108
918	0.1156539521
919	0.1156537793
920	0.1156535377
921	0.1156530205
922	0.1156528696
923	0.1156521577
924	0.1156520321
925	0.1156515465
926	0.1156514512
927	0.1156509631
928	0.1156504917
929	0.1156501507
930	0.1156487579
931	0.1156485249
932	0.1156480781
933	0.1156479882
934	0.1156477075
935	0.1156470365
936	0.1156466258
937	0.1156458323
938	0.1156456625
939	0.1156455623
940	0.1156452786
941	0.1156449849
942	0.1156447418
943	0.1156445029
944	0.1156439273
945	0.1156436988
946	0.1156434476
947	0.1156430132
948	0.1156425699
949	0.1156423586
950	0.115642126
951	0.1156413808
952	0.1156411709
953	0.1156408536
954	0.1156405038
955	0.1156401285
956	0.1156400487
957	0.1156394032
958	0.1156391324
959	0.1156389412
960	0.1156377717
961	0.1156367681
962	0.1156365915
963	0.1156364742
964	0.1156356262
965	0.1156353621
966	0.115635139
967	0.1156348248
968	0.1156346237
969	0.1156344073
970	0.1156342935
971	0.1156332821
972	0.1156330765
973	0.1156327835
974	0.1156326348
975	0.1156322664
976	0.115631867
977	0.1156317191
978	0.1156315029
979	0.1156308115
980	0.1156299557
981	0.1156298657
982	0.1156296651
983	0.1156292546
984	0.1156290839
985	0.1156283268
986	0.1156276089
987	0.1156274067
988	0.1156268252
989	0.1156267335
990	0.1156266268
991	0.1156260189
992	0.1156258956
993	0.1156247374
994	0.1156244279
995	0.1156242004
996	0.1156239677
997	0.1156238752
998	0.1156237039
999	0.1156235208
